,,,,,,,
,"Glimmer & Gloom
Very Hard - Answer Key",,,,,,
,Original guide thread link,,,,,,
,Use 'find' to easily get to your number,,,,,,
,,,,,,,
,00000 0000,0,,,,,
,00000 0001,1,R2,R5,D2,,
,00000 0010,2,R5,D1,,,
,00000 0011,3,R2,D1,D2,,
,00000 0100,4,R2,R4,D2,D3,
,00000 0101,5,R4,R5,D3,,
,00000 0110,6,R1,R3,D4,D5,
,00000 0111,7,R4,D1,D3,,
,00000 1000,10,R1,D1,D4,,
,00000 1001,11,R3,R4,D3,D5,
,00000 1010,12,R1,R5,D4,,
,00000 1011,13,R1,R2,D2,D4,
,00000 1100,14,R3,R5,D5,,
,00000 1101,15,R2,R3,D2,D5,
,00000 1110,16,R3,D1,D5,,
,00000 1111,17,R1,R4,D3,D4,
,,,,,,,
,00001 0000,20,R1,R4,D2,D3,D5
,00001 0001,21,R3,D1,D2,D4,
,00001 0010,22,R2,R3,D4,,
,00001 0011,23,R3,R5,D2,D4,
,00001 0100,24,R1,R2,D5,,
,00001 0101,25,R1,R5,D2,D5,
,00001 0110,26,R1,R2,R5,D1,D5
,00001 0111,27,R1,D1,D2,D5,
,00001 1000,30,R1,R2,R3,R5,
,00001 1001,31,R1,R3,D2,,
,00001 1010,32,R1,R2,R3,D1,
,00001 1011,33,R1,R3,R5,D1,D2
,00001 1100,34,R2,D1,D4,D5,
,00001 1101,35,R1,R2,R3,R4,D3
,00001 1110,36,R2,R5,D4,D5,
,00001 1111,37,D2,D4,D5,,
,,,,,,,
,00010 0000,40,R1,R4,D1,,
,00010 0001,41,R3,D3,D4,D5,
,00010 0010,42,R1,R4,R5,,
,00010 0011,43,R1,R2,R4,D2,
,00010 0100,44,R1,R2,D1,D2,D3
,00010 0101,45,R1,R5,D1,D3,
,00010 0110,46,R1,R2,R5,D2,D3
,00010 0111,47,R1,D3,,,
,00010 1000,50,R4,D4,,,
,00010 1001,51,R1,R3,D1,D3,D5
,00010 1010,52,R4,R5,D1,D4,
,00010 1011,53,R1,R3,R5,D3,D5
,00010 1100,54,R2,D2,D3,D4,
,00010 1101,55,R5,D3,D4,,
,00010 1110,56,R1,R3,R4,D5,
,00010 1111,57,D1,D3,D4,,
,,,,,,,
,00011 0000,60,D1,D2,D3,D5,
,00011 0001,61,R1,R3,R4,D2,D4
,00011 0010,62,R5,D2,D3,D5,
,00011 0011,63,R2,D3,D5,,
,00011 0100,64,R2,R4,D1,D5,
,00011 0101,65,R1,R2,R3,D3,D4
,00011 0110,66,R2,R4,R5,D5,
,00011 0111,67,R4,D2,D5,,
,00011 1000,70,R1,D2,D3,D4,D5
,00011 1001,71,R3,R4,D1,D2,
,00011 1010,72,R2,R3,R4,,
,00011 1011,73,R3,R4,R5,D2,
,00011 1100,74,R1,R2,R4,D4,D5
,00011 1101,75,R2,R3,D1,D3,
,00011 1110,76,R3,D2,D3,,
,00011 1111,77,R2,R3,R5,D3,
,,,,,,,
,00100 0000,100,R2,R3,D2,D4,
,00100 0001,101,R3,R5,D4,,
,00100 0010,102,R1,R4,D3,D5,
,00100 0011,103,R3,D1,D4,,
,00100 0100,104,R3,R4,D3,D4,
,00100 0101,105,R1,D1,D5,,
,00100 0110,106,R1,R2,D2,D5,
,00100 0111,107,R1,R5,D5,,
,00100 1000,110,R1,R2,R3,D1,D2
,00100 1001,111,R1,R3,R5,D1,
,00100 1010,112,R1,R2,R3,R5,D2
,00100 1011,113,R1,R3,,,
,00100 1100,114,R1,R3,R4,D1,D3
,00100 1101,115,D4,D5,,,
,00100 1110,116,R1,R3,R4,R5,D3
,00100 1111,117,R5,D1,D4,D5,
,,,,,,,
,00101 0000,120,R5,D1,D2,,
,00101 0001,121,R2,D1,,,
,00101 0010,122,D2,,,,
,00101 0011,123,R2,R5,,,
,00101 0100,124,R1,R3,D2,D4,D5
,00101 0101,125,R4,D1,D2,D3,
,00101 0110,126,R2,R4,D3,,
,00101 0111,127,R4,R5,D2,D3,
,00101 1000,130,R1,R5,D2,D4,
,00101 1001,131,R1,R2,D4,,
,00101 1010,132,R1,D1,D2,D4,
,00101 1011,133,R1,R2,R5,D1,D4
,00101 1100,134,R3,D1,D2,D5,
,00101 1101,135,R1,R4,D2,D3,D4
,00101 1110,136,R3,R5,D2,D5,
,00101 1111,137,R2,R3,D5,,
,,,,,,,
,00110 0000,140,R5,D3,D5,,
,00110 0001,141,R2,D2,D3,D5,
,00110 0010,142,D1,D3,D5,,
,00110 0011,143,R1,R3,R4,D4,
,00110 0100,144,R1,R3,D1,D3,D4
,00110 0101,145,R4,D5,,,
,00110 0110,146,R1,R3,R5,D3,D4
,00110 0111,147,R4,R5,D1,D5,
,00110 1000,150,R2,R3,R4,D2,
,00110 1001,151,R3,R4,R5,,
,00110 1010,152,R1,D3,D4,D5,
,00110 1011,153,R3,R4,D1,,
,00110 1100,154,R3,D3,,,
,00110 1101,155,R1,R4,D1,D4,D5
,00110 1110,156,R3,R5,D1,D3,
,00110 1111,157,R1,R4,R5,D4,D5
,,,,,,,
,00111 0000,160,R1,R4,R5,D2,
,00111 0001,161,R1,R2,R4,,
,00111 0010,162,R1,R4,D1,D2,
,00111 0011,163,R1,R2,R4,R5,D1
,00111 0100,164,R1,R2,R5,D3,
,00111 0101,165,R1,D2,D3,,
,00111 0110,166,R1,R2,D1,D3,
,00111 0111,167,R1,R5,D1,D2,D3
,00111 1000,170,R1,R2,R3,D3,D5
,00111 1001,171,R2,R4,D1,D4,
,00111 1010,172,R4,D2,D4,,
,00111 1011,173,R2,R4,R5,D4,
,00111 1100,174,R1,R3,R4,D2,D5
,00111 1101,175,D1,D2,D3,D4,
,00111 1110,176,R2,D3,D4,,
,00111 1111,177,R5,D2,D3,D4,
,,,,,,,
,01000 0000,200,R1,D5,,,
,01000 0001,201,R1,R2,R5,D2,D5
,01000 0010,202,R1,R5,D1,D5,
,01000 0011,203,R1,R2,D1,D2,D5
,01000 0100,204,R3,R5,D1,D4,
,01000 0101,205,R1,R4,R5,D3,D5
,01000 0110,206,R3,D4,,,
,01000 0111,207,R1,R4,D1,D3,D5
,01000 1000,210,D1,D4,D5,,
,01000 1001,211,R1,R3,R4,D3,
,01000 1010,212,R5,D4,D5,,
,01000 1011,213,R2,D2,D4,D5,
,01000 1100,214,R1,R3,R5,,
,01000 1101,215,R1,R2,R3,D2,
,01000 1110,216,R1,R3,D1,,
,01000 1111,217,R4,D3,D4,D5,
,,,,,,,
,01001 0000,220,R4,D2,D3,,
,01001 0001,221,R2,R4,R5,D3,
,01001 0010,222,R1,R2,R3,D4,D5
,01001 0011,223,R2,R4,D1,D3,
,01001 0100,224,R2,,,,
,01001 0101,225,R5,D2,,,
,01001 0110,226,R2,R5,D1,,
,01001 0111,227,D1,D2,,,
,01001 1000,230,R2,R3,R5,D5,
,01001 1001,231,R3,D2,D5,,
,01001 1010,232,R2,R3,D1,D5,
,01001 1011,233,R1,R2,R4,D3,D4
,01001 1100,234,R1,R2,D1,D4,
,01001 1101,235,R1,R5,D1,D2,D4
,01001 1110,236,R1,R2,R5,D4,
,01001 1111,237,R1,D2,D4,,
,,,,,,,
,01010 0000,240,R4,D1,D5,,
,01010 0001,241,R1,R3,D3,D4,
,01010 0010,242,R4,R5,D5,,
,01010 0011,243,R2,R4,D2,D5,
,01010 0100,244,R1,R3,R4,R5,D4
,01010 0101,245,R5,D1,D3,D5,
,01010 0110,246,R1,R3,R4,D1,D4
,01010 0111,247,D3,D5,,,
,01010 1000,250,R1,R4,D4,D5,
,01010 1001,251,R3,D1,D3,,
,01010 1010,252,R2,R3,D2,D3,
,01010 1011,253,R3,R5,D3,,
,01010 1100,254,R3,R4,R5,D1,
,01010 1101,255,R1,R5,D3,D4,D5
,01010 1110,256,R3,R4,,,
,01010 1111,257,R1,D1,D3,D4,D5
,,,,,,,
,01011 0000,260,R1,D1,D2,D3,
,01011 0001,261,R1,R2,R5,D1,D3
,01011 0010,262,R1,R5,D2,D3,
,01011 0011,263,R1,R2,D3,,
,01011 0100,264,R1,R2,R4,D1,
,01011 0101,265,R1,R4,R5,D1,D2
,01011 0110,266,R1,R2,R4,R5,
,01011 0111,267,R1,R4,D2,,
,01011 1000,270,D2,D3,D4,,
,01011 1001,271,R2,R5,D3,D4,
,01011 1010,272,R1,R2,R3,R4,D5
,01011 1011,273,R2,D1,D3,D4,
,01011 1100,274,R2,R4,D4,,
,01011 1101,275,R4,R5,D2,D4,
,01011 1110,276,R1,R3,D2,D3,D5
,01011 1111,277,R4,D1,D2,D4,
,,,,,,,
,01100 0000,300,R4,R5,D1,D3,
,01100 0001,301,R1,R3,R5,D4,D5
,01100 0010,302,R4,D3,,,
,01100 0011,303,R1,R3,D1,D4,D5
,01100 0100,304,R2,R5,D1,D2,
,01100 0101,305,D1,,,,
,01100 0110,306,R2,D2,,,
,01100 0111,307,R5,,,,
,01100 1000,310,R1,R4,R5,D3,D4
,01100 1001,311,R3,R5,D1,D5,
,01100 1010,312,R1,R4,D1,D3,D4
,01100 1011,313,R3,D5,,,
,01100 1100,314,R1,R2,R5,D2,D4
,01100 1101,315,R1,D4,,,
,01100 1110,316,R1,R2,D1,D2,D4
,01100 1111,317,R1,R5,D1,D4,
,,,,,,,
,01101 0000,320,R1,R5,D1,D2,D5
,01101 0001,321,R1,R2,D1,D5,
,01101 0010,322,R1,D2,D5,,
,01101 0011,323,R1,R2,R5,D5,
,01101 0100,324,R3,D2,D4,,
,01101 0101,325,R2,R3,R5,D4,
,01101 0110,326,R1,R2,R4,D3,D5
,01101 0111,327,R2,R3,D1,D4,
,01101 1000,330,R5,D2,D4,D5,
,01101 1001,331,R2,D4,D5,,
,01101 1010,332,D1,D2,D4,D5,
,01101 1011,333,R1,R3,R4,D2,D3
,01101 1100,334,R1,R3,D1,D2,
,01101 1101,335,R1,R2,R3,R5,D1
,01101 1110,336,R1,R3,R5,D2,
,01101 1111,337,R1,R2,R3,,
,,,,,,,
,01110 0000,340,R1,R5,D3,,
,01110 0001,341,R1,R2,D2,D3,
,01110 0010,342,R1,D1,D3,,
,01110 0011,343,R3,R4,D4,D5,
,01110 0100,344,R1,R2,R4,R5,D2
,01110 0101,345,R1,R4,,,
,01110 0110,346,R1,R2,R4,D1,D2
,01110 0111,347,R1,R4,R5,D1,
,01110 1000,350,R5,D1,D3,D4,
,01110 1001,351,R1,R3,R4,R5,D5
,01110 1010,352,D3,D4,,,
,01110 1011,353,R1,R3,R4,D1,D5
,01110 1100,354,R1,R3,D3,D5,
,01110 1101,355,R4,D1,D4,,
,01110 1110,356,R2,R4,D2,D4,
,01110 1111,357,R4,R5,D4,,
,,,,,,,
,01111 0000,360,R4,R5,D2,D5,
,01111 0001,361,R2,R4,D5,,
,01111 0010,362,R4,D1,D2,D5,
,01111 0011,363,R1,R3,D2,D3,D4
,01111 0100,364,R2,R5,D3,D5,
,01111 0101,365,D2,D3,D5,,
,01111 0110,366,R2,D1,D3,D5,
,01111 0111,367,R1,R2,R3,R4,D4
,01111 1000,370,R2,R3,D3,,
,01111 1001,371,R3,R5,D2,D3,
,01111 1010,372,R1,R4,D2,D4,D5
,01111 1011,373,R3,D1,D2,D3,
,01111 1100,374,R3,R4,D2,,
,01111 1101,375,R2,R3,R4,R5,
,01111 1110,376,R1,R2,D3,D4,D5
,01111 1111,377,R2,R3,R4,D1,
,,,,,,,
,10000 0000,400,R2,D2,D5,,
,10000 0001,401,R5,D5,,,
,10000 0010,402,R1,R3,R4,D3,D4
,10000 0011,403,D1,D5,,,
,10000 0100,404,R4,D3,D5,,
,10000 0101,405,R1,R3,D1,D4,
,10000 0110,406,R1,R2,R3,D2,D4
,10000 0111,407,R1,R3,R5,D4,
,10000 1000,410,R3,R4,R5,D3,
,10000 1001,411,R1,R5,D1,D4,D5
,10000 1010,412,R3,R4,D1,D3,
,10000 1011,413,R1,D4,D5,,
,10000 1100,414,R2,R3,R5,D2,
,10000 1101,415,R3,,,,
,10000 1110,416,R2,R3,D1,D2,
,10000 1111,417,R3,R5,D1,,
,,,,,,,
,10001 0000,420,R1,R2,R4,D3,
,10001 0001,421,R1,R4,R5,D2,D3
,10001 0010,422,R3,D2,D4,D5,
,10001 0011,423,R1,R4,D1,D2,D3
,10001 0100,424,R1,D2,,,
,10001 0101,425,R1,R2,R5,,
,10001 0110,426,R1,R5,D1,D2,
,10001 0111,427,R1,R2,D1,,
,10001 1000,430,R1,R3,R5,D2,D5
,10001 1001,431,R1,R2,R3,D5,
,10001 1010,432,R1,R3,D1,D2,D5
,10001 1011,433,R4,D2,D3,D4,
,10001 1100,434,D1,D2,D4,,
,10001 1101,435,R2,R5,D1,D4,
,10001 1110,436,R5,D2,D4,,
,10001 1111,437,R2,D4,,,
,,,,,,,
,10010 0000,440,R3,R5,D3,D4,
,10010 0001,441,R1,R4,R5,D1,D5
,10010 0010,442,R3,D1,D3,D4,
,10010 0011,443,R1,R4,D5,,
,10010 0100,444,R1,D1,D3,D5,
,10010 0101,445,R3,R4,D4,,
,10010 0110,446,R1,R5,D3,D5,
,10010 0111,447,R1,R2,D2,D3,D5
,10010 1000,450,R1,R3,R5,D1,D3
,10010 1001,451,R4,R5,D4,D5,
,10010 1010,452,R1,R3,D3,,
,10010 1011,453,R4,D1,D4,D5,
,10010 1100,454,D3,D4,D5,,
,10010 1101,455,R1,R3,R4,D1,
,10010 1110,456,R1,R2,R3,R4,D2
,10010 1111,457,R1,R3,R4,R5,
,,,,,,,
,10011 0000,460,R2,D1,D3,,
,10011 0001,461,R5,D1,D2,D3,
,10011 0010,462,R2,R5,D3,,
,10011 0011,463,D2,D3,,,
,10011 0100,464,R4,D1,D2,,
,10011 0101,465,R2,R4,R5,D1,
,10011 0110,466,R4,R5,D2,,
,10011 0111,467,R2,R4,,,
,10011 1000,470,R1,R2,D3,D4,
,10011 1001,471,R1,R5,D2,D3,D4
,10011 1010,472,R3,R4,D2,D5,
,10011 1011,473,R1,D1,D2,D3,D4
,10011 1100,474,R1,R4,D2,D4,
,10011 1101,475,R1,R2,R4,R5,D4
,10011 1110,476,R2,R3,D3,D5,
,10011 1111,477,R1,R2,R4,D1,D4
,,,,,,,
,10100 0000,500,R3,D4,D5,,
,10100 0001,501,R1,R4,D1,D3,
,10100 0010,502,R1,R2,R4,D2,D3
,10100 0011,503,R1,R4,R5,D3,
,10100 0100,504,R1,R5,D1,,
,10100 0101,505,R1,R2,D1,D2,
,10100 0110,506,R1,,,,
,10100 0111,507,R1,R2,R5,D2,
,10100 1000,510,R1,R3,D1,D5,
,10100 1001,511,R4,D3,D4,,
,10100 1010,512,R1,R3,R5,D5,
,10100 1011,513,R1,R2,R3,D2,D5
,10100 1100,514,R5,D4,,,
,10100 1101,515,R2,D2,D4,,
,10100 1110,516,D1,D4,,,
,10100 1111,517,R1,R3,R4,D3,D5
,,,,,,,
,10101 0000,520,R2,R5,D1,D5,
,10101 0001,521,D1,D2,D5,,
,10101 0010,522,R2,D5,,,
,10101 0011,523,R5,D2,D5,,
,10101 0100,524,R1,R2,R3,D4,
,10101 0101,525,R1,R3,R5,D2,D4
,10101 0110,526,R4,D2,D3,D5,
,10101 0111,527,R1,R3,D1,D2,D4
,10101 1000,530,R1,R2,R5,D4,D5
,10101 1001,531,R1,D2,D4,D5,
,10101 1010,532,R1,R2,D1,D4,D5
,10101 1011,533,R2,R3,R4,D3,
,10101 1100,534,R2,R3,D1,,
,10101 1101,535,R3,R5,D1,D2,
,10101 1110,536,R2,R3,R5,,
,10101 1111,537,R3,D2,,,
,,,,,,,
,10110 0000,540,R2,R5,D2,D3,
,10110 0001,541,D3,,,,
,10110 0010,542,R2,D1,D2,D3,
,10110 0011,543,R5,D1,D3,,
,10110 0100,544,R4,R5,,,
,10110 0101,545,R2,R4,D2,,
,10110 0110,546,R4,D1,,,
,10110 0111,547,R1,R3,D3,D4,D5
,10110 1000,550,R3,R4,D5,,
,10110 1001,551,R1,D1,D3,D4,
,10110 1010,552,R1,R2,D2,D3,D4
,10110 1011,553,R1,R5,D3,D4,
,10110 1100,554,R1,R4,R5,D1,D4
,10110 1101,555,R3,R5,D3,D5,
,10110 1110,556,R1,R4,D4,,
,10110 1111,557,R3,D1,D3,D5,
,,,,,,,
,10111 0000,560,R1,R2,R4,R5,D5
,10111 0001,561,R1,R4,D2,D5,
,10111 0010,562,R1,R2,R4,D1,D5
,10111 0011,563,R2,R3,D3,D4,
,10111 0100,564,R1,R5,D2,D3,D5
,10111 0101,565,R1,R2,D3,D5,
,10111 0110,566,R1,D1,D2,D3,D5
,10111 0111,567,R3,R4,D2,D4,
,10111 1000,570,R1,R3,D2,D3,
,10111 1001,571,R1,R2,R3,R5,D3
,10111 1010,572,R2,R4,D4,D5,
,10111 1011,573,R1,R2,R3,D1,D3
,10111 1100,574,R1,R2,R3,R4,
,10111 1101,575,R1,R3,R4,R5,D2
,10111 1110,576,D2,D3,D4,D5,
,10111 1111,577,R1,R3,R4,D1,D2
,,,,,,,
,11000 0000,600,R1,R2,D2,,
,11000 0001,601,R1,R5,,,
,11000 0010,602,R1,R2,R5,D1,D2
,11000 0011,603,R1,D1,,,
,11000 0100,604,R1,R4,D3,,
,11000 0101,605,R3,D1,D4,D5,
,11000 0110,606,R1,R4,R5,D1,D3
,11000 0111,607,R3,R5,D4,D5,
,11000 1000,610,R2,D1,D2,D4,
,11000 1001,611,R5,D1,D4,,
,11000 1010,612,R2,R5,D2,D4,
,11000 1011,613,D4,,,,
,11000 1100,614,R4,D1,D3,D4,
,11000 1101,615,R1,R3,D5,,
,11000 1110,616,R4,R5,D3,D4,
,11000 1111,617,R1,R3,R5,D1,D5
,,,,,,,
,11001 0000,620,R2,R4,D3,D5,
,11001 0001,621,R1,R2,R3,D1,D4
,11001 0010,622,R1,R3,D2,D4,
,11001 0011,623,R1,R2,R3,R5,D4
,11001 0100,624,D2,D5,,,
,11001 0101,625,R2,R5,D5,,
,11001 0110,626,R5,D1,D2,D5,
,11001 0111,627,R2,D1,D5,,
,11001 1000,630,R3,R5,D2,,
,11001 1001,631,R2,R3,,,
,11001 1010,632,R3,D1,D2,,
,11001 1011,633,R2,R3,R5,D1,
,11001 1100,634,R1,D1,D2,D4,D5
,11001 1101,635,R3,R4,D2,D3,
,11001 1110,636,R1,R5,D2,D4,D5
,11001 1111,637,R1,R2,D4,D5,
,,,,,,,
,11010 0000,640,R2,R4,D1,D2,
,11010 0001,641,R4,R5,D1,,
,11010 0010,642,R2,R4,R5,D2,
,11010 0011,643,R4,,,,
,11010 0100,644,D1,D3,,,
,11010 0101,645,R1,R3,R4,D4,D5
,11010 0110,646,R5,D3,,,
,11010 0111,647,R2,D2,D3,,
,11010 1000,650,R1,R2,R4,D2,D4
,11010 1001,651,R1,R4,R5,D4,
,11010 1010,652,R3,D3,D5,,
,11010 1011,653,R1,R4,D1,D4,
,11010 1100,654,R1,D3,D4,,
,11010 1101,655,R3,R4,D1,D5,
,11010 1110,656,R1,R5,D1,D3,D4
,11010 1111,657,R3,R4,R5,D5,
,,,,,,,
,11011 0000,660,R1,R2,D1,D3,D5
,11011 0001,661,R2,R3,R4,D4,
,11011 0010,662,R1,R2,R5,D3,D5
,11011 0011,663,R1,D2,D3,D5,
,11011 0100,664,R1,R4,D1,D2,D5
,11011 0101,665,R3,D2,D3,D4,
,11011 0110,666,R1,R4,R5,D2,D5
,11011 0111,667,R1,R2,R4,D5,
,11011 1000,670,R2,D3,D4,D5,
,11011 1001,671,R1,R2,R3,R4,D1
,11011 1010,672,R1,R3,R4,D2,
,11011 1011,673,R1,R2,R3,R4,R5
,11011 1100,674,R4,D2,D4,D5,
,11011 1101,675,R1,R3,D1,D2,D3
,11011 1110,676,R1,R2,R3,D3,
,11011 1111,677,R1,R3,R5,D2,D3
,,,,,,,
,11100 0000,700,R1,R3,D4,,
,11100 0001,701,R4,D1,D3,D5,
,11100 0010,702,R1,R3,R5,D1,D4
,11100 0011,703,R4,R5,D3,D5,
,11100 0100,704,R5,D1,D5,,
,11100 0101,705,R2,D1,D2,D5,
,11100 0110,706,D5,,,,
,11100 0111,707,R2,R5,D2,D5,
,11100 1000,710,R3,D1,,,
,11100 1001,711,R1,R4,D3,D4,D5
,11100 1010,712,R3,R5,,,
,11100 1011,713,R2,R3,D2,,
,11100 1100,714,R1,R5,D4,D5,
,11100 1101,715,R1,R2,D2,D4,D5
,11100 1110,716,R1,D1,D4,D5,
,11100 1111,717,R3,R4,D3,,
,,,,,,,
,11101 0000,720,R1,R2,R5,D1,
,11101 0001,721,R1,D1,D2,,
,11101 0010,722,R1,R2,,,
,11101 0011,723,R1,R5,D2,,
,11101 0100,724,R2,R3,D4,D5,
,11101 0101,725,R1,R2,R4,D1,D3
,11101 0110,726,R1,R4,D2,D3,
,11101 0111,727,R1,R2,R4,R5,D3
,11101 1000,730,R2,R5,D4,,
,11101 1001,731,D2,D4,,,
,11101 1010,732,R2,D1,D4,,
,11101 1011,733,R5,D1,D2,D4,
,11101 1100,734,R1,R2,R3,D1,D5
,11101 1101,735,R2,R4,D3,D4,
,11101 1110,736,R1,R2,R3,R5,D5
,11101 1111,737,R1,R3,D2,D5,
,,,,,,,
,11110 0000,740,R3,R4,D1,D4,
,11110 0001,741,R1,D3,D5,,
,11110 0010,742,R3,R4,R5,D4,
,11110 0011,743,R1,R5,D1,D3,D5
,11110 0100,744,R1,R4,R5,D5,
,11110 0101,745,R1,R2,R4,D2,D5
,11110 0110,746,R1,R4,D1,D5,
,11110 0111,747,R3,D3,D4,,
,11110 1000,750,R1,R3,R4,,
,11110 1001,751,D1,D3,D4,D5,
,11110 1010,752,R1,R3,R4,R5,D1
,11110 1011,753,R5,D3,D4,D5,
,11110 1100,754,R1,R2,R3,D2,D3
,11110 1101,755,R1,R3,R5,D3,
,11110 1110,756,R4,D4,D5,,
,11110 1111,757,R1,R3,D1,D3,
,,,,,,,
,11111 0000,760,R2,R4,R5,,
,11111 0001,761,R4,D2,,,
,11111 0010,762,R2,R4,D1,,
,11111 0011,763,R4,R5,D1,D2,
,11111 0100,764,R5,D2,D3,,
,11111 0101,765,R2,D3,,,
,11111 0110,766,D1,D2,D3,,
,11111 0111,767,R2,R5,D1,D3,
,11111 1000,770,R3,D2,D3,D5,
,11111 1001,771,R1,R4,D1,D2,D4
,11111 1010,772,R1,R2,R4,D4,
,11111 1011,773,R1,R4,R5,D2,D4
,11111 1100,774,R2,R3,R4,D5,
,11111 1101,775,R1,R2,D1,D3,D4
,11111 1110,776,R1,D2,D3,D4,
,11111 1111,777,R1,R2,R5,D3,D4